Date,Open,High,Low,Close,Adj Close,Volume
2015-04-10,191.740005,192.570007,191.539993,192.539993,167.485001,1056900
2015-04-13,192.360001,193.039993,191.600006,191.669998,166.728226,1227800
2015-04-14,191.419998,192.220001,190.770004,192.020004,167.032639,2647800
2015-04-15,192.539993,193.419998,192.449997,192.899994,167.798111,934900
2015-04-16,192.550003,193.369995,192.300003,192.830002,167.737244,823300
2015-04-17,191.529999,191.770004,189.750000,190.589996,165.788742,2059300
2015-04-20,191.669998,192.699997,191.550003,192.330002,167.302368,1430300
2015-04-21,193.110001,193.259995,191.800003,192.139999,167.137024,1089500
2015-04-22,192.490005,193.279999,191.500000,193.089996,167.963455,1125400
2015-04-23,192.649994,194.259995,192.500000,193.589996,168.398346,956400
2015-04-24,194.020004,194.289993,193.520004,193.979996,168.737640,978300
2015-04-27,194.630005,194.740005,193.000000,193.210007,168.067810,898200
2015-04-28,193.169998,193.850006,191.940002,193.809998,168.589737,1103800
2015-04-29,192.809998,193.660004,192.139999,193.020004,167.902527,1408900
2015-04-30,192.399994,192.800003,190.320007,191.100006,166.232346,2506100
2015-05-01,191.960007,193.179993,191.850006,193.100006,167.972153,1921200
2015-05-04,193.639999,194.309998,193.500000,193.699997,168.494003,1060000
2015-05-05,193.399994,193.800003,191.330002,191.440002,166.528137,1138300
2015-05-06,192.089996,192.389999,189.529999,190.669998,165.858322,1588100
2015-05-07,190.589996,191.899994,190.240005,191.440002,166.528137,1320700
2015-05-08,193.300003,194.179993,193.229996,193.949997,168.711487,1322900
2015-05-11,193.929993,194.199997,192.960007,193.020004,167.902527,1090100
2015-05-12,192.149994,193.070007,191.229996,192.460007,167.415390,1852700
2015-05-13,192.960007,193.610001,192.259995,192.520004,167.467606,589000
2015-05-14,193.639999,194.600006,193.330002,194.529999,169.216064,902300
2015-05-15,194.679993,194.880005,194.220001,194.729996,169.389999,719000
2015-05-18,194.630005,195.619995,194.479996,195.330002,169.911911,984500
2015-05-19,195.440002,195.770004,194.960007,195.229996,169.824936,980400
2015-05-20,195.369995,195.949997,194.800003,195.100006,169.711868,3401300
2015-05-21,195.050003,195.929993,194.830002,195.690002,170.225098,756200
2015-05-22,195.309998,195.750000,195.190002,195.259995,169.851059,831600
2015-05-26,194.729996,194.770004,192.699997,193.160004,168.024323,1235300
2015-05-27,193.660004,195.240005,193.300003,194.940002,169.572662,1420100
2015-05-28,194.660004,194.869995,194.000000,194.759995,169.416107,1114500
2015-05-29,194.669998,194.720001,193.250000,193.490005,168.311371,1530900
2015-06-01,194.229996,194.639999,193.089996,193.940002,168.702820,1157400
2015-06-02,193.429993,194.500000,192.750000,193.740005,168.528854,1094400
2015-06-03,194.309998,194.929993,193.740005,194.270004,168.989914,1213800
2015-06-04,193.520004,194.130005,192.279999,192.690002,167.615479,1383400
2015-06-05,192.479996,193.020004,191.580002,192.300003,167.276215,1567800
2015-06-08,192.169998,192.320007,191.020004,191.110001,166.241089,1130100
2015-06-09,191.100006,191.649994,190.369995,191.059998,166.197571,1466100
2015-06-10,191.960007,193.779999,191.880005,193.330002,168.172195,1247700
2015-06-11,193.949997,194.369995,193.630005,193.929993,168.694122,724700
2015-06-12,193.009995,193.220001,192.210007,192.509995,167.458939,2147700
2015-06-15,191.220001,191.970001,190.470001,191.619995,166.684738,1392600
2015-06-16,191.500000,192.809998,191.339996,192.740005,167.658997,819800
2015-06-17,193.059998,193.690002,191.949997,193.070007,167.945999,1170600
2015-06-18,193.610001,195.529999,193.600006,194.979996,169.607468,1041600
2015-06-19,194.800003,194.850006,193.850006,193.850006,168.624527,691400
2015-06-22,194.369995,194.919998,194.050003,194.270004,169.779861,1027000
2015-06-23,194.479996,194.759995,194.000000,194.410004,169.902237,1727200
2015-06-24,194.179993,194.520004,192.990005,193.020004,168.687408,2160600
2015-06-25,193.509995,193.690002,192.360001,192.419998,168.163055,2287600
2015-06-26,192.820007,193.070007,191.800003,192.419998,168.163055,1631900
2015-06-29,190.779999,191.429993,188.259995,188.350006,164.606155,2746800
2015-06-30,190.179993,190.179993,188.240005,188.839996,165.034424,2679400
2015-07-01,190.649994,190.750000,189.449997,190.270004,166.284134,2782300
2015-07-02,190.850006,191.000000,189.679993,190.130005,166.161713,3087100
2015-07-06,188.720001,190.399994,188.479996,189.580002,165.681061,1741100
2015-07-07,189.860001,190.899994,187.190002,190.750000,166.703583,3507500
2015-07-08,189.360001,189.589996,187.309998,187.509995,163.872040,1874000
2015-07-09,189.899994,190.130005,187.830002,187.850006,164.169220,2224900
2015-07-10,190.179993,190.710007,189.350006,190.240005,166.257919,1648600
2015-07-13,191.589996,192.479996,191.580002,192.369995,168.119385,1026100
2015-07-14,192.369995,193.529999,192.270004,193.220001,168.862259,1128900
2015-07-15,193.289993,193.729996,192.619995,193.139999,168.792297,1174800
2015-07-16,194.309998,194.669998,194.050003,194.619995,170.085739,949500
2015-07-17,194.679993,194.919998,194.240005,194.850006,170.286758,872100
2015-07-20,195.089996,195.460007,194.600006,194.940002,170.365448,1103500
2015-07-21,194.820007,195.050003,193.860001,194.169998,169.692444,772400
2015-07-22,193.380005,194.160004,193.380005,193.789993,169.360352,1193800
2015-07-23,194.000000,194.029999,192.339996,192.679993,168.390305,899300
2015-07-24,192.860001,192.889999,190.360001,190.669998,166.633698,1589100
2015-07-27,189.779999,190.320007,189.149994,189.589996,165.689804,1745600
2015-07-28,190.589996,192.100006,189.630005,191.889999,167.699921,931300
2015-07-29,192.070007,193.500000,191.910004,193.250000,168.888504,2471200
2015-07-30,192.770004,193.479996,192.020004,193.279999,168.914703,924400
2015-07-31,193.919998,193.919998,192.710007,192.949997,168.626266,1437200
2015-08-03,193.000000,193.009995,191.330002,192.350006,168.101929,3081700
2015-08-04,192.350006,192.759995,191.460007,191.970001,167.769836,1601700
2015-08-05,193.039993,193.750000,192.309998,192.639999,168.355347,1369900
2015-08-06,192.770004,192.929993,190.389999,191.169998,167.070709,1321200
2015-08-07,190.880005,190.990005,189.690002,190.669998,166.633698,1854100
2015-08-10,191.899994,193.149994,191.899994,193.089996,168.748627,1346700
2015-08-11,191.639999,192.039993,190.500000,191.320007,167.201736,4996300
2015-08-12,189.880005,191.759995,188.300003,191.490005,167.350327,3758700
2015-08-13,191.419998,192.119995,190.770004,191.279999,167.166824,1155900
2015-08-14,191.119995,192.080002,190.979996,192.020004,167.813507,742500
2015-08-17,191.419998,193.089996,190.860001,193.089996,168.748627,1926300
2015-08-18,192.839996,193.160004,192.279999,192.500000,168.233032,1023800
2015-08-19,191.779999,192.550003,190.119995,190.979996,166.904602,1771900
2015-08-20,189.360001,189.929993,186.949997,186.970001,163.400177,4195700
2015-08-21,185.080002,186.029999,181.039993,181.039993,158.217667,6145900
2015-08-24,172.000000,179.539993,168.080002,173.660004,151.768005,12325000
2015-08-25,179.160004,179.800003,171.369995,171.550003,149.924011,8132200
2015-08-26,176.229996,178.509995,172.679993,178.360001,155.875488,7086100
2015-08-27,180.800003,182.800003,178.940002,182.720001,159.685913,7168800
2015-08-28,181.970001,183.190002,181.429993,182.720001,159.685913,2945000
2015-08-31,181.679993,182.539993,180.600006,181.110001,158.278885,1923000
2015-09-01,177.110001,178.500000,174.830002,175.580002,153.445984,8531800
2015-09-02,178.479996,179.130005,176.399994,179.119995,156.539719,2424000
2015-09-03,179.960007,181.539993,178.710007,179.270004,156.670822,2420200
2015-09-04,176.880005,177.690002,175.639999,176.490005,154.241241,2317700
2015-09-08,179.669998,181.149994,178.919998,181.009995,158.191467,2248500
2015-09-09,182.800003,182.850006,178.169998,178.570007,156.059052,2125500
2015-09-10,178.250000,180.779999,178.070007,179.570007,156.933029,1774400
2015-09-11,179.089996,180.419998,178.330002,180.320007,157.588409,2185000
2015-09-14,180.580002,180.580002,179.179993,179.639999,156.994141,905300
2015-09-15,180.220001,182.419998,179.770004,181.979996,159.039169,1641500
2015-09-16,182.339996,183.720001,181.910004,183.570007,160.428711,2098900
2015-09-17,183.399994,185.990005,182.740005,183.089996,160.009247,3106200
2015-09-18,180.410004,182.039993,179.690002,180.130005,157.422394,3205200
2015-09-21,180.149994,181.199997,178.940002,180.100006,158.233337,1467600
2015-09-22,177.800003,178.250000,176.539993,177.750000,156.168640,2469500
2015-09-23,177.990005,178.449997,176.850006,177.429993,155.887482,1670300
2015-09-24,176.050003,177.309998,174.690002,176.880005,155.404297,2562400
2015-09-25,178.479996,178.710007,175.830002,176.759995,155.298843,3436300
2015-09-28,175.860001,175.869995,172.020004,172.309998,151.389114,3732900
2015-09-29,172.669998,173.919998,171.360001,172.399994,151.468170,3219500
2015-09-30,174.559998,175.839996,173.669998,175.710007,154.376328,4123600
2015-10-01,175.970001,176.429993,174.000000,176.199997,154.806854,3948400
2015-10-02,174.000000,178.750000,173.350006,178.750000,157.047256,2307200
2015-10-05,180.139999,182.179993,180.000000,181.960007,159.867462,2049100
2015-10-06,181.880005,182.410004,180.589996,181.350006,159.331528,1325400
2015-10-07,182.399994,183.190002,181.050003,182.869995,160.667007,1693800
2015-10-08,182.440002,184.779999,182.080002,184.479996,162.081497,3109600
2015-10-09,184.660004,185.080002,183.910004,184.580002,162.169403,1651000
2015-10-12,184.679993,184.929993,184.179993,184.800003,162.362701,885100
2015-10-13,183.979996,185.309998,183.389999,183.570007,161.281998,1022300
2015-10-14,183.449997,184.130005,182.389999,182.710007,160.526398,1184100
2015-10-15,183.399994,185.490005,183.020004,185.449997,162.933762,2523100
2015-10-16,185.919998,186.339996,185.119995,186.199997,163.592697,1241200
2015-10-19,185.660004,186.429993,185.309998,186.419998,163.785980,768900
2015-10-20,186.020004,186.869995,185.699997,186.179993,163.575119,1151200
2015-10-21,186.789993,186.809998,184.860001,184.970001,162.511993,1556900
2015-10-22,186.020004,188.380005,185.970001,188.169998,165.323471,1498300
2015-10-23,190.000000,190.630005,189.139999,190.220001,167.124680,1624300
2015-10-26,190.110001,190.119995,189.389999,189.770004,166.729248,1150500
2015-10-27,189.080002,189.759995,188.649994,189.399994,166.404190,1442400
2015-10-28,189.839996,191.600006,189.059998,191.600006,168.337051,2251900
2015-10-29,191.039993,191.850006,190.889999,191.529999,168.275558,1779000
2015-10-30,191.820007,192.000000,190.559998,190.559998,167.423370,2011600
2015-11-02,190.979996,193.089996,190.850006,192.820007,169.408936,2403500
2015-11-03,192.539993,194.059998,192.279999,193.429993,169.944855,3920400
2015-11-04,193.770004,193.899994,192.279999,192.880005,169.461655,1786700
2015-11-05,192.990005,193.440002,191.710007,192.639999,169.250793,2185100
2015-11-06,192.259995,192.830002,191.119995,192.559998,169.180466,2172600
2015-11-09,191.889999,192.009995,189.750000,190.759995,167.599060,2127800
2015-11-10,190.259995,191.250000,189.910004,191.119995,167.915344,1257500
2015-11-11,191.479996,191.550003,190.389999,190.389999,167.273972,1114700
2015-11-12,189.360001,189.809998,187.779999,187.839996,165.033585,2454900
2015-11-13,187.350006,187.619995,185.580002,185.669998,163.127045,3224000
2015-11-16,185.500000,188.550003,185.360001,188.520004,165.631027,1687100
2015-11-17,188.860001,189.789993,187.830002,188.289993,165.428925,1879900
2015-11-18,188.910004,191.509995,188.889999,191.320007,168.091080,2858600
2015-11-19,191.300003,191.679993,190.899994,191.220001,168.003220,2154800
2015-11-20,192.009995,192.660004,191.500000,191.929993,168.627014,1317600
2015-11-23,191.889999,192.539993,191.199997,191.710007,168.433685,1308100
2015-11-24,190.630005,192.380005,190.179993,192.020004,168.706070,1572000
2015-11-25,192.149994,192.309998,191.669998,191.960007,168.653351,758700
2015-11-27,192.080002,192.380005,191.500000,192.149994,168.820267,894500
2015-11-30,192.449997,192.470001,191.240005,191.369995,168.134995,1551000
2015-12-01,192.050003,193.300003,191.779999,193.220001,169.760345,1812900
2015-12-02,193.179993,193.449997,190.919998,191.179993,167.968048,1999600
2015-12-03,191.559998,191.750000,187.729996,188.460007,165.578278,2724400
2015-12-04,188.990005,192.520004,188.839996,192.160004,168.829071,2900700
2015-12-07,191.880005,191.880005,189.979996,190.949997,167.765976,1752800
2015-12-08,189.250000,190.720001,188.669998,189.729996,166.694122,1721700
2015-12-09,189.119995,191.320007,187.199997,188.309998,165.446518,4500300
2015-12-10,188.500000,190.179993,188.100006,188.740005,165.824310,4083800
2015-12-11,186.440002,187.149994,184.750000,184.979996,162.520752,3084400
2015-12-14,185.320007,186.089996,183.309998,186.089996,163.496002,2722600
2015-12-15,187.750000,188.960007,187.529999,188.029999,165.200531,3799300
2015-12-16,189.279999,191.080002,187.699997,190.669998,167.519943,6361700
2015-12-17,191.139999,191.160004,187.820007,187.889999,165.077484,3096000
2015-12-18,186.949997,187.080002,184.399994,184.399994,162.011215,4531400
2015-12-21,184.740005,185.070007,183.470001,184.929993,163.444778,2168400
2015-12-22,185.850006,186.889999,184.800003,186.600006,164.920792,2423300
2015-12-23,187.750000,188.940002,187.570007,188.839996,166.900528,2275500
2015-12-24,188.690002,189.169998,188.339996,188.509995,166.608871,1170800
2015-12-28,187.850006,188.179993,187.000000,188.100006,166.246490,2668300
2015-12-29,189.429993,190.509995,189.339996,190.199997,168.102524,1757100
2015-12-30,189.970001,189.990005,188.669998,188.800003,166.865219,2535800
2015-12-31,188.119995,188.759995,186.929993,186.929993,165.212448,2395200
2016-01-04,183.770004,184.320007,182.080002,184.309998,162.896820,4193500
2016-01-05,184.570007,185.119995,183.429993,184.639999,163.188477,2882500
2016-01-06,181.929993,183.380005,181.190002,182.300003,161.120361,2755100
2016-01-07,179.149994,181.000000,177.500000,177.860001,157.196213,4952500
2016-01-08,178.970001,179.529999,175.649994,175.970001,155.525757,7357300
2016-01-11,177.039993,177.320007,174.059998,175.990005,155.543472,4493300
2016-01-12,177.750000,178.360001,175.259995,177.449997,156.833832,2998800
2016-01-13,178.429993,178.639999,172.720001,173.110001,152.998093,4125700
2016-01-14,173.789993,177.179993,172.059998,175.919998,155.481598,5081400
2016-01-15,171.199997,173.059998,170.100006,172.149994,152.149582,8087300
2016-01-19,174.199997,174.289993,170.720001,172.339996,152.317520,5863300
2016-01-20,169.589996,171.880005,165.960007,170.320007,150.532150,8577600
2016-01-21,170.789993,173.139999,169.330002,171.149994,151.265762,3004600
2016-01-22,174.029999,174.860001,173.179993,174.660004,154.367996,2611700
2016-01-25,174.100006,174.330002,171.830002,172.070007,152.078888,2756400
2016-01-26,172.850006,174.660004,172.389999,174.399994,154.138168,2263700
2016-01-27,173.889999,175.619995,171.500000,172.419998,152.388229,3543000
2016-01-28,174.130005,174.350006,171.649994,173.360001,153.219009,2616400
2016-01-29,174.339996,177.750000,174.080002,177.750000,157.098984,4453100
2016-02-01,176.610001,178.389999,175.910004,177.589996,156.957565,3923200
2016-02-02,175.860001,176.089996,173.800003,174.369995,154.111679,5101200
2016-02-03,175.470001,175.809998,171.570007,175.389999,155.013138,3871000
2016-02-04,174.949997,176.699997,174.229996,175.610001,155.207611,3562200
2016-02-05,175.039993,175.190002,171.649994,172.309998,152.290985,2371900
2016-02-08,170.289993,170.619995,167.619995,169.940002,150.196365,3402000
2016-02-09,168.179993,171.369995,167.970001,169.990005,150.240555,2360700
2016-02-10,170.929993,172.649994,169.720001,169.880005,150.143311,1953600
2016-02-11,167.259995,168.720001,166.050003,167.699997,148.216568,3439200
2016-02-12,169.539993,171.139999,168.699997,171.139999,151.256973,1800300
2016-02-16,173.199997,174.009995,172.050003,174.009995,153.793503,2361000
2016-02-17,175.320007,177.250000,175.119995,176.860001,156.312408,2265400
2016-02-18,177.199997,177.220001,175.800003,176.110001,155.649551,1646000
2016-02-19,175.279999,176.199997,174.649994,176.070007,155.614182,1136900
2016-02-22,177.779999,178.750000,177.710007,178.589996,157.841370,2603100
2016-02-23,177.919998,178.190002,176.220001,176.350006,155.861649,2076000
2016-02-24,174.789993,177.449997,173.600006,177.179993,156.595169,2599800
2016-02-25,177.699997,179.309998,176.830002,179.309998,158.477753,2546000
2016-02-26,180.199997,180.360001,178.740005,178.979996,158.186066,2560800
2016-02-29,178.940002,179.949997,177.380005,177.380005,156.771942,3128400
2016-03-01,178.839996,181.750000,178.330002,181.750000,160.634232,3041400
2016-03-02,181.360001,182.539993,180.910004,182.520004,161.314835,3839200
2016-03-03,182.270004,183.229996,181.699997,183.190002,161.906967,3150400
2016-03-04,183.449997,184.660004,182.550003,183.779999,162.428421,2821000
2016-03-07,182.850006,184.389999,182.750000,183.979996,162.605179,3449900
2016-03-08,182.830002,183.330002,181.779999,181.910004,160.775711,3385400
2016-03-09,182.850006,183.220001,182.009995,182.910004,161.659470,1641600
2016-03-10,183.380005,184.389999,181.029999,183.009995,161.747879,2090500
2016-03-11,184.570007,186.009995,184.460007,185.979996,164.372772,2231000
2016-03-14,185.399994,186.199997,185.070007,185.699997,164.125336,1412800
2016-03-15,184.699997,185.460007,184.419998,185.460007,163.913269,1325300
2016-03-16,184.880005,186.929993,184.860001,186.570007,164.894257,2700700
2016-03-17,186.419998,188.240005,186.000000,187.750000,165.937164,1937300
2016-03-18,188.350006,188.789993,187.910004,188.449997,166.555817,2623400
2016-03-21,187.179993,187.940002,186.910004,187.729996,166.809952,1535400
2016-03-22,186.889999,188.210007,186.710007,187.630005,166.721115,1521600
2016-03-23,187.179993,187.360001,186.179993,186.429993,165.654831,1633300
2016-03-24,185.250000,186.320007,185.009995,186.300003,165.539352,1874800
2016-03-28,186.759995,186.940002,185.919998,186.429993,165.654831,1271200
2016-03-29,185.990005,188.220001,185.630005,188.220001,167.245361,1604900
2016-03-30,189.169998,189.720001,188.580002,189.009995,167.947342,1908400
2016-03-31,188.850006,189.289993,188.320007,188.559998,167.547470,3007800
2016-04-01,187.399994,189.960007,187.100006,189.770004,168.622635,2971800
2016-04-04,189.740005,189.899994,188.830002,189.169998,168.089493,1259500
2016-04-05,187.740005,188.210007,187.000000,187.250000,166.383499,1737500
2016-04-06,187.389999,189.380005,187.089996,189.289993,168.196106,1860800
2016-04-07,188.169998,188.500000,186.259995,187.059998,166.214600,2635300
2016-04-08,188.309998,188.770004,186.990005,187.570007,166.667801,2043800
2016-04-11,188.259995,188.990005,187.029999,187.080002,166.232361,1355300
2016-04-12,187.289993,189.179993,186.830002,188.899994,167.849609,1590700
2016-04-13,189.880005,190.850006,189.710007,190.789993,169.528976,1972900
2016-04-14,190.839996,191.309998,190.410004,190.770004,169.511230,3214800
2016-04-15,190.800003,190.850006,190.220001,190.559998,169.324646,2059700
2016-04-18,189.990005,191.940002,189.850006,191.940002,170.550858,2345300
2016-04-19,192.360001,192.779999,191.639999,192.520004,171.066208,1633300
2016-04-20,192.600006,193.429993,192.050003,192.679993,171.208374,1636800
2016-04-21,192.699997,192.820007,191.369995,191.610001,170.257629,1814700
2016-04-22,191.300003,191.940002,190.690002,191.660004,170.302078,1863900
2016-04-25,191.070007,191.360001,190.350006,191.350006,170.026566,2368000
2016-04-26,191.720001,192.160004,191.139999,191.630005,170.275391,1715300
2016-04-27,191.210007,192.440002,190.800003,192.029999,170.630814,1971700
2016-04-28,191.220001,192.399994,189.850006,190.300003,169.093613,1578800
2016-04-29,189.619995,189.979996,188.050003,189.220001,168.133942,2785500
2016-05-02,189.809998,190.949997,189.339996,190.729996,169.475662,1638900
2016-05-03,189.440002,189.660004,188.279999,189.100006,168.027298,2351900
2016-05-04,187.990005,188.779999,187.470001,187.990005,167.041000,2079600
2016-05-05,188.570007,188.899994,187.570007,187.970001,167.023239,1611600
2016-05-06,187.210007,188.720001,187.000000,188.649994,167.627487,1551400
2016-05-09,188.550003,189.270004,188.360001,188.850006,167.805191,1569000
2016-05-10,189.610001,191.210007,189.539993,191.190002,169.884415,1021100
2016-05-11,190.710007,191.070007,189.389999,189.399994,168.293900,2725500
2016-05-12,190.139999,190.289993,188.360001,189.509995,168.391586,1783200
2016-05-13,189.100006,189.710007,187.460007,187.759995,166.836609,1658700
2016-05-16,187.979996,190.160004,187.929993,189.630005,168.498260,1075000
2016-05-17,189.350006,189.649994,187.330002,187.960007,167.014328,3327100
2016-05-18,187.500000,189.199997,186.779999,187.929993,166.987701,1942000
2016-05-19,187.149994,187.589996,185.970001,187.320007,166.445679,1796000
2016-05-20,187.970001,189.050003,187.899994,188.490005,167.485291,1588700
2016-05-23,188.479996,188.779999,188.020004,188.240005,167.263168,1415400
2016-05-24,189.130005,191.009995,189.080002,190.630005,169.386810,1985400
2016-05-25,191.380005,192.419998,191.360001,191.929993,170.541946,2006700
2016-05-26,192.139999,192.360001,191.679993,192.020004,170.621918,1225300
2016-05-27,192.190002,192.830002,192.160004,192.770004,171.288330,988600
2016-05-31,193.160004,193.270004,191.880005,192.539993,171.083969,2821900
2016-06-01,191.880005,193.059998,191.630005,192.899994,171.403824,2375500
2016-06-02,192.449997,193.479996,191.919998,193.479996,171.919235,1601700
2016-06-03,192.850006,193.259995,191.589996,192.919998,171.421661,1897100
2016-06-06,193.289993,194.240005,193.119995,193.850006,172.247986,1177600
2016-06-07,194.050003,194.779999,194.020004,194.199997,172.558990,1551200
2016-06-08,194.339996,194.949997,194.210007,194.839996,173.127625,1041100
2016-06-09,194.020004,194.690002,193.750000,194.539993,172.861069,1521600
2016-06-10,193.070007,193.429993,192.119995,192.669998,171.199463,1932900
2016-06-13,192.029999,192.970001,191.119995,191.220001,169.911102,2318200
2016-06-14,190.830002,191.449997,189.800003,190.800003,169.537842,2051200
2016-06-15,191.259995,191.960007,190.360001,190.520004,169.289093,1590700
2016-06-16,189.600006,191.330002,188.570007,191.139999,169.839966,2744400
2016-06-17,191.100006,191.100006,189.729996,190.429993,169.209091,1701000
2016-06-20,192.559998,193.259995,191.559998,191.649994,170.293137,1192800
2016-06-21,191.149994,191.649994,190.649994,191.240005,170.778030,1826500
2016-06-22,191.449997,192.210007,190.779999,190.919998,170.492310,2245900
2016-06-23,192.520004,193.440002,192.000000,193.389999,172.698013,2582200
2016-06-24,187.000000,189.820007,186.000000,186.339996,166.402328,10310500
2016-06-27,185.059998,185.059998,182.270004,183.050003,163.464325,7717000
2016-06-28,184.869995,186.440002,184.529999,186.429993,166.482712,4475900
2016-06-29,187.949997,189.860001,187.860001,189.639999,169.349258,4147800
2016-06-30,190.130005,192.240005,189.529999,192.199997,171.635330,3822200
2016-07-01,192.089996,193.119995,192.070007,192.600006,171.992508,2170900
2016-07-05,191.729996,191.820007,190.570007,191.250000,170.786972,2233000
2016-07-06,190.710007,192.490005,189.970001,192.380005,171.796066,2197800
2016-07-07,192.559998,193.259995,191.440002,192.250000,171.679947,1704900
2016-07-08,193.630005,195.360001,193.410004,195.169998,174.287521,2048200
2016-07-11,195.619995,196.410004,195.410004,195.850006,174.894791,3590400
2016-07-12,196.839996,197.539993,196.589996,197.229996,176.127151,2356700
2016-07-13,197.690002,197.690002,196.690002,197.160004,176.064636,2767300
2016-07-14,198.580002,198.800003,197.889999,198.309998,177.091553,3691100
2016-07-15,198.929993,198.929993,197.559998,198.009995,176.823639,2346500
2016-07-18,198.149994,198.740005,197.899994,198.580002,177.332687,1155700
